,Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
419739,26.12.2016 08:50:00,996.67,8.48,281.91,5.1,79.2,11.09,8.79,2.31,5.5,8.82,1228.67,4.09,5.81,221.3
419740,26.12.2016 09:00:00,996.61,8.53,281.96,5.11,79.0,11.13,8.79,2.34,5.51,8.82,1228.37,4.74,7.09,213.8
419741,26.12.2016 09:10:00,996.62,8.59,282.02,5.13,78.8,11.18,8.81,2.37,5.52,8.84,1228.12,3.86,5.37,212.2
419742,26.12.2016 09:20:00,996.73,8.66,282.08,5.18,78.7,11.23,8.84,2.39,5.53,8.87,1227.93,3.51,5.41,215.2
419743,26.12.2016 09:30:00,996.75,8.71,282.13,5.19,78.5,11.27,8.85,2.42,5.54,8.88,1227.74,3.7,5.53,210.1
419744,26.12.2016 09:40:00,996.65,8.82,282.25,5.26,78.3,11.35,8.89,2.46,5.57,8.92,1227.11,3.66,5.61,203.5
419745,26.12.2016 09:50:00,996.47,8.91,282.36,5.37,78.4,11.42,8.96,2.47,5.61,8.99,1226.47,3.62,5.77,198.0
419746,26.12.2016 10:00:00,996.34,9.01,282.47,5.5,78.6,11.5,9.04,2.46,5.66,9.07,1225.84,5.36,7.89,198.3
419747,26.12.2016 10:10:00,996.21,9.11,282.58,5.58,78.5,11.58,9.09,2.49,5.69,9.12,1225.22,5.77,9.09,200.3
419748,26.12.2016 10:20:00,996.14,9.18,282.65,5.61,78.3,11.63,9.11,2.52,5.71,9.14,1224.82,6.11,8.33,203.0
419749,26.12.2016 10:30:00,996.01,9.25,282.73,5.62,78.0,11.69,9.12,2.57,5.71,9.15,1224.36,6.59,10.37,206.6
419750,26.12.2016 10:40:00,995.94,9.35,282.84,5.63,77.5,11.77,9.12,2.65,5.72,9.16,1223.84,6.19,10.09,206.2
419751,26.12.2016 10:50:00,995.84,9.53,283.03,5.64,76.6,11.91,9.12,2.79,5.72,9.16,1222.92,7.22,10.37,209.9
419752,26.12.2016 11:00:00,995.81,9.7,283.2,5.71,76.1,12.05,9.17,2.88,5.75,9.21,1222.14,5.65,8.57,209.3
419753,26.12.2016 11:10:00,995.62,9.97,283.49,5.78,75.1,12.27,9.21,3.06,5.78,9.25,1220.71,6.32,9.65,212.8
419754,26.12.2016 11:20:00,995.61,10.23,283.75,5.83,74.1,12.48,9.25,3.23,5.8,9.29,1219.57,6.34,10.25,211.1
419755,26.12.2016 11:30:00,995.46,10.16,283.69,5.81,74.3,12.43,9.23,3.19,5.79,9.27,1219.69,7.02,9.85,212.3
419756,26.12.2016 11:40:00,995.04,10.06,283.62,5.79,74.7,12.34,9.22,3.12,5.78,9.27,1219.61,8.62,11.57,211.0
419757,26.12.2016 11:50:00,995.23,10.16,283.71,5.84,74.5,12.43,9.26,3.17,5.81,9.3,1219.4,8.11,12.85,215.6
419758,26.12.2016 12:00:00,995.23,10.4,283.95,5.84,73.3,12.63,9.26,3.37,5.81,9.3,1218.36,7.48,11.41,216.0
419759,26.12.2016 12:10:00,995.25,10.52,284.07,5.86,72.8,12.73,9.27,3.46,5.81,9.31,1217.87,7.74,11.17,214.9
419760,26.12.2016 12:20:00,995.45,10.53,284.06,5.87,72.8,12.74,9.27,3.46,5.81,9.32,1218.07,4.96,7.45,219.7
419761,26.12.2016 12:30:00,995.38,10.47,284.01,5.89,73.2,12.69,9.29,3.4,5.82,9.33,1218.23,4.73,7.17,212.7
419762,26.12.2016 12:40:00,995.21,10.4,283.95,5.94,73.8,12.63,9.32,3.31,5.85,9.36,1218.31,3.99,6.41,222.2
419763,26.12.2016 12:50:00,995.2,10.41,283.96,5.95,73.8,12.64,9.33,3.31,5.85,9.37,1218.25,4.12,7.51,210.6
419764,26.12.2016 13:00:00,995.03,10.46,284.02,6.0,73.8,12.68,9.36,3.32,5.87,9.4,1217.82,4.86,7.25,204.8
419765,26.12.2016 13:10:00,995.15,10.55,284.11,6.08,73.8,12.75,9.41,3.34,5.9,9.46,1217.55,2.66,5.89,218.8
419766,26.12.2016 13:20:00,995.22,10.85,284.4,6.22,73.0,13.01,9.5,3.51,5.96,9.54,1216.32,2.99,8.57,209.6
419767,26.12.2016 13:30:00,995.21,11.5,285.05,6.34,70.5,13.59,9.58,4.01,6.01,9.63,1213.48,3.67,6.21,207.9
419768,26.12.2016 13:40:00,995.21,11.11,284.66,6.15,71.4,13.24,9.45,3.79,5.93,9.5,1215.21,4.31,7.37,210.0
419769,26.12.2016 13:50:00,995.37,10.79,284.33,6.08,72.6,12.96,9.41,3.55,5.9,9.45,1216.8,2.45,6.13,218.6
419770,26.12.2016 14:00:00,995.64,10.57,284.09,6.2,74.3,12.77,9.49,3.28,5.95,9.53,1218.03,2.23,4.65,241.1
419771,26.12.2016 14:10:00,996.81,9.34,282.76,5.95,79.3,11.76,9.33,2.43,5.84,9.36,1224.86,2.61,5.59,279.6
419772,26.12.2016 14:20:00,997.22,6.97,280.36,4.85,86.3,10.01,8.64,1.37,5.4,8.66,1236.04,1.76,4.44,298.9
419773,26.12.2016 14:30:00,997.5,6.15,279.51,4.46,88.9,9.45,8.4,1.05,5.26,8.42,1240.16,2.26,6.35,328.9
419774,26.12.2016 14:40:00,997.82,5.85,279.18,4.37,90.2,9.26,8.35,0.91,5.22,8.37,1241.9,1.68,3.96,296.7
419775,26.12.2016 14:50:00,997.64,5.8,279.15,4.44,90.9,9.23,8.39,0.84,5.25,8.41,1241.87,1.83,3.72,254.7
419776,26.12.2016 15:00:00,997.65,5.8,279.15,4.18,89.3,9.23,8.24,0.99,5.16,8.26,1241.95,2.83,5.09,264.1
419777,26.12.2016 15:10:00,997.63,5.85,279.2,3.65,85.7,9.26,7.94,1.32,4.96,7.95,1241.87,3.12,5.79,263.2
419778,26.12.2016 15:20:00,997.8,5.85,279.18,3.28,83.5,9.26,7.73,1.53,4.83,7.75,1242.18,1.94,4.24,251.2
419779,26.12.2016 15:30:00,997.82,5.86,279.19,3.01,81.9,9.27,7.59,1.68,4.74,7.61,1242.22,2.59,5.15,263.8
419780,26.12.2016 15:40:00,997.91,5.8,279.13,2.72,80.5,9.23,7.43,1.8,4.64,7.45,1242.66,2.56,4.49,262.2
419781,26.12.2016 15:50:00,998.0,5.79,279.11,2.16,77.4,9.23,7.14,2.08,4.46,7.15,1242.94,2.14,5.79,267.8
419782,26.12.2016 16:00:00,998.18,5.73,279.04,2.14,77.6,9.19,7.13,2.06,4.45,7.14,1243.45,1.86,3.71,279.5
419783,26.12.2016 16:10:00,998.46,5.67,278.95,1.99,77.1,9.15,7.05,2.09,4.4,7.06,1244.11,2.09,5.13,268.2
419784,26.12.2016 16:20:00,998.56,5.66,278.93,1.85,76.4,9.14,6.98,2.16,4.36,6.99,1244.32,2.68,6.45,246.7
419785,26.12.2016 16:30:00,998.68,5.54,278.8,1.67,76.1,9.06,6.9,2.17,4.31,6.9,1245.06,2.84,4.85,258.8
419786,26.12.2016 16:40:00,998.85,5.47,278.72,1.59,76.0,9.02,6.85,2.16,4.28,6.86,1245.59,2.77,6.49,260.9
419787,26.12.2016 16:50:00,998.93,5.38,278.63,1.51,76.0,8.96,6.81,2.15,4.25,6.82,1246.1,2.79,5.49,248.8
419788,26.12.2016 17:00:00,999.0,5.32,278.56,1.37,75.6,8.92,6.75,2.18,4.21,6.75,1246.5,3.22,5.85,253.3
419789,26.12.2016 17:10:00,998.94,5.28,278.53,1.21,74.9,8.9,6.67,2.23,4.16,6.68,1246.62,2.62,6.77,236.8
419790,26.12.2016 17:20:00,999.01,5.18,278.42,1.18,75.3,8.84,6.66,2.18,4.15,6.66,1247.17,1.38,3.71,233.1
419791,26.12.2016 17:30:00,999.23,5.14,278.36,1.17,75.4,8.82,6.65,2.17,4.15,6.65,1247.63,2.24,4.49,244.9
419792,26.12.2016 17:40:00,999.28,5.1,278.31,1.18,75.7,8.79,6.65,2.14,4.15,6.66,1247.9,2.25,4.89,245.0
419793,26.12.2016 17:50:00,999.5,5.23,278.43,1.13,74.7,8.87,6.63,2.24,4.14,6.63,1247.56,2.84,5.39,246.1
419794,26.12.2016 18:00:00,999.67,5.45,278.64,1.17,73.8,9.01,6.65,2.36,4.15,6.65,1246.79,2.29,7.41,235.4
419795,26.12.2016 18:10:00,999.87,5.64,278.81,1.18,72.9,9.13,6.65,2.47,4.15,6.65,1246.21,2.28,4.21,231.6
419796,26.12.2016 18:20:00,1000.17,5.84,278.99,1.13,71.6,9.26,6.63,2.63,4.13,6.63,1245.66,2.79,6.01,272.3
419797,26.12.2016 18:30:00,1000.36,5.88,279.01,1.1,71.3,9.28,6.62,2.66,4.12,6.61,1245.77,2.06,5.33,272.0
419798,26.12.2016 18:40:00,1000.4,5.81,278.94,1.06,71.4,9.24,6.6,2.64,4.11,6.59,1246.11,3.35,6.57,256.5
419799,26.12.2016 18:50:00,1000.56,5.68,278.8,1.01,71.8,9.15,6.57,2.58,4.1,6.57,1246.91,3.3,7.81,260.1
419800,26.12.2016 19:00:00,1000.68,5.58,278.68,0.6,70.2,9.09,6.38,2.71,3.97,6.37,1247.62,4.39,7.41,267.0
419801,26.12.2016 19:10:00,1000.83,5.41,278.5,0.69,71.5,8.98,6.42,2.56,4.0,6.42,1248.54,2.9,6.85,268.5
419802,26.12.2016 19:20:00,1000.93,5.18,278.26,0.98,74.2,8.84,6.56,2.28,4.09,6.55,1249.64,1.68,2.64,259.8
419803,26.12.2016 19:30:00,1001.11,5.07,278.14,1.08,75.3,8.77,6.61,2.17,4.11,6.6,1250.32,1.59,3.32,261.0
419804,26.12.2016 19:40:00,1001.21,5.0,278.07,0.96,75.0,8.73,6.55,2.18,4.08,6.54,1250.78,2.26,4.03,267.7
419805,26.12.2016 19:50:00,1001.18,4.94,278.01,0.71,74.0,8.69,6.43,2.26,4.01,6.43,1251.07,2.31,5.65,255.2
419806,26.12.2016 20:00:00,1001.23,4.96,278.02,0.25,71.5,8.7,6.22,2.48,3.87,6.21,1251.17,2.92,5.01,253.6
419807,26.12.2016 20:10:00,1001.33,4.94,278.0,-0.2,69.22,8.69,6.02,2.68,3.75,6.01,1251.45,2.59,5.45,259.0
419808,26.12.2016 20:20:00,1001.58,4.86,277.89,-0.54,67.95,8.64,5.87,2.77,3.66,5.86,1252.21,2.36,4.93,262.9
419809,26.12.2016 20:30:00,1001.66,4.69,277.72,-0.46,69.16,8.54,5.91,2.63,3.68,5.9,1253.07,1.75,3.73,250.9
419810,26.12.2016 20:40:00,1001.66,4.51,277.54,-0.39,70.4,8.43,5.94,2.5,3.7,5.93,1253.85,2.04,4.15,255.5
419811,26.12.2016 20:50:00,1001.74,4.4,277.42,-0.43,70.7,8.37,5.92,2.45,3.68,5.91,1254.46,1.91,4.01,260.8
419812,26.12.2016 21:00:00,1001.82,4.35,277.36,-0.58,70.2,8.34,5.85,2.48,3.64,5.84,1254.84,2.14,4.81,249.4
419813,26.12.2016 21:10:00,1001.93,4.27,277.27,-0.76,69.69,8.29,5.78,2.51,3.6,5.77,1255.37,1.94,5.13,241.7
419814,26.12.2016 21:20:00,1002.03,4.22,277.22,-0.95,68.94,8.26,5.7,2.57,3.54,5.68,1255.76,1.92,3.89,247.0
419815,26.12.2016 21:30:00,1002.18,4.2,277.19,-1.16,67.96,8.25,5.61,2.64,3.49,5.6,1256.05,2.2,5.51,249.2
419816,26.12.2016 21:40:00,1002.31,4.25,277.22,-1.25,67.33,8.28,5.57,2.71,3.47,5.56,1256.03,1.68,3.73,247.0
419817,26.12.2016 21:50:00,1002.53,4.24,277.2,-1.35,66.85,8.28,5.53,2.74,3.44,5.52,1256.36,2.74,5.77,258.2
419818,26.12.2016 22:00:00,1002.74,4.18,277.13,-1.51,66.3,8.24,5.46,2.78,3.4,5.45,1256.91,2.18,4.93,263.3
419819,26.12.2016 22:10:00,1002.9,4.04,276.97,-1.66,66.29,8.16,5.41,2.75,3.36,5.39,1257.8,2.19,3.89,262.5
419820,26.12.2016 22:20:00,1002.96,4.0,276.93,-1.74,66.04,8.14,5.37,2.76,3.34,5.36,1258.05,2.78,5.55,259.4
419821,26.12.2016 22:30:00,1002.9,3.96,276.89,-1.87,65.64,8.11,5.32,2.79,3.31,5.31,1258.2,2.92,6.15,255.5
419822,26.12.2016 22:40:00,1002.71,3.84,276.78,-1.91,65.96,8.04,5.31,2.74,3.3,5.29,1258.52,2.31,4.41,251.7
419823,26.12.2016 22:50:00,1002.77,3.76,276.7,-1.96,66.07,8.0,5.29,2.71,3.29,5.27,1258.94,2.86,5.97,254.2
419824,26.12.2016 23:00:00,1002.68,3.68,276.63,-2.02,66.16,7.96,5.26,2.69,3.27,5.25,1259.21,3.09,5.77,253.4
419825,26.12.2016 23:10:00,1002.75,3.6,276.55,-2.03,66.47,7.91,5.26,2.65,3.27,5.24,1259.66,2.43,4.61,251.0
419826,26.12.2016 23:20:00,1002.62,3.47,276.42,-2.05,67.03,7.84,5.25,2.58,3.27,5.24,1260.1,2.4,6.57,242.7
419827,26.12.2016 23:30:00,1002.62,3.34,276.3,-2.05,67.64,7.77,5.25,2.51,3.27,5.24,1260.67,1.78,3.97,242.2
419828,26.12.2016 23:40:00,1002.65,3.39,276.34,-1.98,67.75,7.79,5.28,2.51,3.28,5.26,1260.5,2.32,5.61,255.6
419829,26.12.2016 23:50:00,1002.7,3.46,276.4,-1.94,67.63,7.83,5.3,2.53,3.29,5.28,1260.24,2.35,6.45,250.3
419830,27.12.2016 00:00:00,1002.94,3.47,276.39,-1.91,67.73,7.84,5.31,2.53,3.3,5.29,1260.5,1.97,3.85,244.8
419831,27.12.2016 00:10:00,1003.13,3.55,276.46,-1.98,66.96,7.88,5.28,2.6,3.28,5.26,1260.36,2.3,6.49,244.2
419832,27.12.2016 00:20:00,1003.08,3.55,276.46,-2.02,66.83,7.88,5.27,2.61,3.27,5.25,1260.33,2.71,6.01,228.9
419833,27.12.2016 00:30:00,1003.21,3.43,276.33,-2.02,67.38,7.81,5.26,2.55,3.27,5.25,1261.04,2.7,7.01,238.0
419834,27.12.2016 00:40:00,1003.29,3.4,276.3,-1.99,67.62,7.8,5.27,2.53,3.28,5.26,1261.24,2.52,4.93,246.9
419835,27.12.2016 00:50:00,1003.29,3.4,276.3,-1.98,67.69,7.8,5.28,2.52,3.28,5.26,1261.25,3.47,6.29,234.9
419836,27.12.2016 01:00:00,1003.28,3.37,276.27,-1.97,67.9,7.78,5.28,2.5,3.28,5.27,1261.38,2.65,5.49,240.7
419837,27.12.2016 01:10:00,1003.27,3.4,276.3,-1.97,67.76,7.8,5.29,2.51,3.28,5.27,1261.22,1.39,2.8,205.7
419838,27.12.2016 01:20:00,1003.39,3.41,276.31,-1.9,68.03,7.81,5.31,2.5,3.3,5.29,1261.3,1.91,4.21,222.7
419839,27.12.2016 01:30:00,1003.29,3.52,276.42,-1.86,67.75,7.86,5.33,2.54,3.31,5.31,1260.7,1.97,4.29,209.5
419840,27.12.2016 01:40:00,1003.23,3.6,276.51,-1.83,67.5,7.91,5.34,2.57,3.32,5.32,1260.23,2.77,6.85,232.5
419841,27.12.2016 01:50:00,1003.09,3.64,276.56,-1.83,67.3,7.94,5.34,2.59,3.32,5.32,1259.86,3.02,4.39,234.5
419842,27.12.2016 02:00:00,1003.15,3.52,276.43,-1.79,68.08,7.87,5.36,2.51,3.33,5.34,1260.49,3.04,5.85,241.6
419843,27.12.2016 02:10:00,1003.4,3.51,276.4,-1.73,68.42,7.86,5.38,2.48,3.34,5.36,1260.85,2.52,4.97,240.9
419844,27.12.2016 02:20:00,1003.51,3.6,276.48,-1.69,68.2,7.91,5.39,2.51,3.35,5.37,1260.58,2.67,6.05,243.9
419845,27.12.2016 02:30:00,1003.48,3.71,276.59,-1.62,68.01,7.97,5.42,2.55,3.37,5.4,1260.02,2.76,7.29,246.3
419846,27.12.2016 02:40:00,1003.4,3.8,276.69,-1.59,67.77,8.02,5.44,2.59,3.38,5.42,1259.5,2.66,7.89,253.8
419847,27.12.2016 02:50:00,1003.34,3.76,276.66,-1.55,68.13,8.0,5.45,2.55,3.39,5.43,1259.58,2.57,4.77,254.5
419848,27.12.2016 03:00:00,1003.33,3.83,276.73,-1.51,67.98,8.04,5.47,2.58,3.4,5.45,1259.23,1.97,4.77,271.7
419849,27.12.2016 03:10:00,1003.25,3.8,276.71,-1.5,68.2,8.02,5.47,2.55,3.4,5.46,1259.28,1.8,5.27,252.8
419850,27.12.2016 03:20:00,1003.38,3.78,276.68,-1.47,68.43,8.01,5.48,2.53,3.41,5.46,1259.53,2.34,5.61,251.0
419851,27.12.2016 03:30:00,1003.54,3.85,276.73,-1.41,68.44,8.05,5.51,2.54,3.42,5.49,1259.42,2.1,4.53,252.3
419852,27.12.2016 03:40:00,1003.71,3.98,276.84,-1.34,68.14,8.12,5.54,2.59,3.44,5.52,1259.03,2.6,5.33,252.6
419853,27.12.2016 03:50:00,1003.65,4.11,276.98,-1.26,67.94,8.2,5.57,2.63,3.46,5.55,1258.34,3.45,6.45,246.1
419854,27.12.2016 04:00:00,1003.59,4.14,277.02,-1.19,68.13,8.22,5.6,2.62,3.48,5.58,1258.11,3.17,7.63,243.1
419855,27.12.2016 04:10:00,1003.53,4.2,277.08,-1.14,68.07,8.25,5.62,2.64,3.49,5.6,1257.74,2.92,5.65,251.5
419856,27.12.2016 04:20:00,1003.42,4.26,277.15,-1.09,68.05,8.29,5.64,2.65,3.5,5.62,1257.35,3.67,6.17,252.8
419857,27.12.2016 04:30:00,1003.45,4.27,277.15,-1.05,68.22,8.29,5.66,2.64,3.51,5.64,1257.33,3.47,5.77,265.6
419858,27.12.2016 04:40:00,1003.56,4.27,277.15,-0.98,68.52,8.29,5.68,2.61,3.53,5.66,1257.43,2.66,6.13,260.9
419859,27.12.2016 04:50:00,1003.54,4.29,277.17,-0.94,68.67,8.3,5.7,2.6,3.54,5.68,1257.32,4.44,8.29,253.0
419860,27.12.2016 05:00:00,1003.53,4.27,277.15,-0.84,69.26,8.29,5.74,2.55,3.57,5.72,1257.39,2.91,5.73,254.3
419861,27.12.2016 05:10:00,1003.54,4.27,277.15,-0.82,69.38,8.29,5.75,2.54,3.57,5.73,1257.39,2.9,5.83,258.2
419862,27.12.2016 05:20:00,1003.48,4.27,277.16,-0.79,69.51,8.29,5.77,2.53,3.58,5.75,1257.29,3.22,7.33,254.5
419863,27.12.2016 05:30:00,1003.57,4.27,277.15,-0.72,69.88,8.29,5.79,2.5,3.6,5.77,1257.42,2.54,5.37,265.3
419864,27.12.2016 05:40:00,1003.78,4.31,277.17,-0.68,69.89,8.32,5.81,2.5,3.61,5.79,1257.47,3.02,7.01,261.0
419865,27.12.2016 05:50:00,1003.84,4.27,277.12,-0.64,70.3,8.29,5.83,2.46,3.62,5.81,1257.75,3.05,4.69,251.0
419866,27.12.2016 06:00:00,1003.9,4.27,277.12,-0.62,70.4,8.29,5.84,2.45,3.62,5.81,1257.81,2.92,5.19,273.1
419867,27.12.2016 06:10:00,1003.89,4.27,277.13,-0.61,70.4,8.3,5.84,2.46,3.63,5.82,1257.77,3.1,6.13,249.3
419868,27.12.2016 06:20:00,1003.87,4.27,277.13,-0.56,70.7,8.29,5.86,2.43,3.64,5.84,1257.73,3.37,7.17,243.3
419869,27.12.2016 06:30:00,1003.93,4.21,277.06,-0.5,71.3,8.26,5.89,2.37,3.66,5.86,1258.09,2.76,4.75,248.1
419870,27.12.2016 06:40:00,1003.94,4.23,277.08,-0.5,71.2,8.27,5.89,2.38,3.66,5.87,1257.99,3.54,7.21,249.7
419871,27.12.2016 06:50:00,1003.88,4.25,277.1,-0.5,71.1,8.28,5.89,2.39,3.66,5.87,1257.85,2.87,6.67,254.5
419872,27.12.2016 07:00:00,1003.96,4.38,277.22,-0.51,70.4,8.36,5.88,2.47,3.65,5.86,1257.37,3.63,7.93,253.5
419873,27.12.2016 07:10:00,1004.19,4.4,277.23,-0.47,70.5,8.37,5.9,2.47,3.66,5.88,1257.53,2.69,6.13,249.7
419874,27.12.2016 07:20:00,1004.3,4.34,277.16,-0.45,70.9,8.33,5.91,2.43,3.67,5.88,1257.94,3.42,6.41,248.1
419875,27.12.2016 07:30:00,1004.22,4.33,277.16,-0.38,71.3,8.33,5.94,2.39,3.69,5.91,1257.87,2.77,5.37,248.7
419876,27.12.2016 07:40:00,1004.11,4.24,277.08,-0.35,71.9,8.28,5.95,2.33,3.69,5.93,1258.13,2.88,6.17,234.0
419877,27.12.2016 07:50:00,1004.05,4.27,277.11,-0.33,71.9,8.29,5.96,2.33,3.7,5.94,1257.94,3.12,7.13,238.9
419878,27.12.2016 08:00:00,1004.28,4.36,277.18,-0.38,71.2,8.35,5.94,2.4,3.69,5.92,1257.82,2.92,7.13,260.8
419879,27.12.2016 08:10:00,1004.35,4.45,277.27,-0.38,70.7,8.4,5.94,2.46,3.69,5.91,1257.5,3.06,5.49,265.5
419880,27.12.2016 08:20:00,1004.5,4.47,277.27,-0.35,70.8,8.41,5.96,2.46,3.7,5.93,1257.58,2.49,5.07,257.8
419881,27.12.2016 08:30:00,1004.53,4.48,277.28,-0.25,71.3,8.41,6.0,2.41,3.72,5.97,1257.58,3.14,6.21,248.9
419882,27.12.2016 08:40:00,1004.51,4.47,277.28,-0.15,71.8,8.41,6.04,2.37,3.75,6.01,1257.54,3.06,6.49,253.8
419883,27.12.2016 08:50:00,1004.52,4.56,277.36,-0.13,71.5,8.46,6.05,2.41,3.76,6.02,1257.16,3.63,7.77,257.7
419884,27.12.2016 09:00:00,1004.65,4.57,277.36,-0.16,71.3,8.47,6.04,2.43,3.75,6.01,1257.28,3.42,7.45,251.7
419885,27.12.2016 09:10:00,1004.84,4.63,277.41,-0.21,70.7,8.51,6.01,2.49,3.73,5.99,1257.25,3.39,6.87,267.5
419886,27.12.2016 09:20:00,1004.78,4.73,277.51,-0.21,70.2,8.57,6.01,2.55,3.73,5.98,1256.72,3.31,6.97,253.6
419887,27.12.2016 09:30:00,1004.88,4.96,277.74,-0.17,69.29,8.71,6.03,2.67,3.74,6.0,1255.8,3.82,10.33,262.3
419888,27.12.2016 09:40:00,1004.84,5.13,277.91,-0.09,68.9,8.81,6.07,2.74,3.77,6.04,1254.98,4.96,8.05,261.9
419889,27.12.2016 09:50:00,1005.06,5.07,277.83,-0.03,69.48,8.77,6.1,2.68,3.78,6.07,1255.5,3.8,6.45,258.6
419890,27.12.2016 10:00:00,1005.22,5.07,277.81,0.15,70.4,8.77,6.17,2.6,3.83,6.14,1255.68,4.5,7.81,264.1
419891,27.12.2016 10:10:00,1005.12,5.06,277.82,0.28,71.1,8.77,6.23,2.53,3.87,6.2,1255.54,3.11,6.29,247.2
419892,27.12.2016 10:20:00,1005.1,5.28,278.03,0.39,70.6,8.9,6.28,2.62,3.9,6.25,1254.55,3.85,8.75,264.9
419893,27.12.2016 10:30:00,1005.28,5.67,278.41,0.45,69.0,9.14,6.31,2.83,3.91,6.28,1252.99,3.15,7.85,264.7
419894,27.12.2016 10:40:00,1005.58,6.01,278.73,0.58,68.04,9.37,6.37,2.99,3.95,6.34,1251.8,3.08,7.05,265.7
419895,27.12.2016 10:50:00,1005.95,6.03,278.72,0.6,68.03,9.38,6.38,3.0,3.95,6.34,1252.18,3.87,9.17,275.7
419896,27.12.2016 11:00:00,1006.21,5.68,278.35,0.52,69.31,9.15,6.34,2.81,3.93,6.31,1254.07,3.91,7.11,268.9
419897,27.12.2016 11:10:00,1006.2,5.55,278.21,0.49,69.79,9.07,6.33,2.74,3.92,6.29,1254.68,3.65,7.95,263.6
419898,27.12.2016 11:20:00,1006.42,5.52,278.17,0.54,70.2,9.05,6.35,2.7,3.94,6.31,1255.06,3.81,8.67,257.6
419899,27.12.2016 11:30:00,1006.31,5.57,278.23,0.65,70.5,9.08,6.4,2.68,3.97,6.36,1254.66,3.42,6.57,260.1
419900,27.12.2016 11:40:00,1006.28,5.72,278.38,0.68,69.9,9.18,6.42,2.76,3.98,6.38,1253.95,4.19,6.89,257.9
419901,27.12.2016 11:50:00,1006.54,5.85,278.49,0.78,69.82,9.26,6.47,2.79,4.01,6.42,1253.68,3.59,7.41,263.3
419902,27.12.2016 12:00:00,1006.57,5.78,278.42,0.84,70.4,9.22,6.49,2.73,4.02,6.45,1253.99,3.42,7.19,264.5
419903,27.12.2016 12:10:00,1006.57,5.8,278.44,0.93,70.8,9.23,6.54,2.7,4.05,6.49,1253.89,3.07,6.79,262.8
419904,27.12.2016 12:20:00,1006.7,5.86,278.49,0.97,70.7,9.27,6.55,2.72,4.06,6.51,1253.79,3.76,7.61,257.2
419905,27.12.2016 12:30:00,1006.67,5.86,278.49,1.0,70.9,9.27,6.57,2.7,4.07,6.53,1253.75,2.45,6.01,259.1
419906,27.12.2016 12:40:00,1006.7,5.93,278.56,1.08,70.9,9.32,6.6,2.71,4.09,6.56,1253.44,3.55,7.53,269.3
419907,27.12.2016 12:50:00,1006.75,5.94,278.56,1.1,71.0,9.32,6.62,2.7,4.1,6.57,1253.47,3.86,6.93,266.2
419908,27.12.2016 13:00:00,1006.77,5.99,278.61,1.11,70.8,9.35,6.62,2.73,4.1,6.58,1253.25,3.37,7.41,257.8
419909,27.12.2016 13:10:00,1006.93,6.02,278.63,1.14,70.8,9.37,6.63,2.74,4.11,6.59,1253.33,3.15,6.33,255.4
419910,27.12.2016 13:20:00,1006.86,6.13,278.74,1.14,70.3,9.44,6.64,2.8,4.11,6.59,1252.75,3.54,6.85,260.3
419911,27.12.2016 13:30:00,1006.91,6.24,278.85,1.15,69.81,9.51,6.64,2.87,4.11,6.59,1252.33,3.44,6.97,256.6
419912,27.12.2016 13:40:00,1006.82,6.32,278.93,1.15,69.39,9.57,6.64,2.93,4.11,6.59,1251.84,4.03,8.13,263.2
419913,27.12.2016 13:50:00,1006.89,6.45,279.06,1.23,69.2,9.65,6.68,2.97,4.14,6.63,1251.33,3.79,8.97,264.9
419914,27.12.2016 14:00:00,1007.12,6.41,279.0,1.14,68.94,9.62,6.64,2.99,4.11,6.59,1251.83,3.89,8.45,269.8
419915,27.12.2016 14:10:00,1007.21,6.41,279.0,1.14,68.88,9.63,6.63,3.0,4.11,6.59,1251.91,3.81,7.55,271.3
419916,27.12.2016 14:20:00,1007.41,6.45,279.02,1.22,69.14,9.65,6.68,2.98,4.13,6.63,1251.97,3.6,8.05,273.7
419917,27.12.2016 14:30:00,1007.65,6.4,278.95,1.27,69.59,9.62,6.7,2.93,4.14,6.65,1252.48,3.12,6.49,270.9
419918,27.12.2016 14:40:00,1007.8,6.3,278.84,1.29,70.2,9.55,6.71,2.85,4.15,6.66,1253.11,2.51,5.31,265.1
419919,27.12.2016 14:50:00,1007.82,6.2,278.74,1.35,71.0,9.49,6.74,2.75,4.17,6.68,1253.58,2.51,5.41,260.4
419920,27.12.2016 15:00:00,1007.96,6.14,278.66,1.41,71.6,9.45,6.76,2.68,4.18,6.71,1254.02,3.29,6.81,269.6
419921,27.12.2016 15:10:00,1008.13,6.15,278.66,1.49,72.0,9.45,6.81,2.65,4.21,6.75,1254.17,3.53,5.69,264.7
419922,27.12.2016 15:20:00,1008.21,6.2,278.7,1.54,72.0,9.49,6.83,2.66,4.22,6.77,1254.03,3.66,7.45,259.7
419923,27.12.2016 15:30:00,1008.46,6.2,278.69,1.57,72.1,9.49,6.84,2.65,4.23,6.79,1254.3,3.2,6.33,262.1
419924,27.12.2016 15:40:00,1008.55,6.19,278.67,1.63,72.5,9.48,6.87,2.61,4.25,6.81,1254.49,3.42,7.37,266.9
419925,27.12.2016 15:50:00,1008.66,6.14,278.61,1.7,73.1,9.45,6.91,2.54,4.27,6.85,1254.82,3.45,6.65,260.3
